"","powo_id","family","genus","species","taxon_name","taxon_authors","RL.cat","EDGE.median","ED.median","lifeform_description","accepted_plant_name_id","group"
"746","196971-2","Pinaceae","Pinus","douglasiana","Pinus douglasiana","Martínez","LC",0.095010408,1.570606,"tree",379810,"Gymnosperms"
"747","196972-2","Pinaceae","Pinus","durangensis","Pinus durangensis","Martínez","NT",0.224353055,1.848407,"tree",379824,"Gymnosperms"
"748","262913-1","Pinaceae","Pinus","echinata","Pinus echinata","Mill.","LC",0.26636809,4.320516,"tree",379818,"Gymnosperms"
"749","196975-2","Pinaceae","Pinus","edulis","Pinus edulis","Engelm.","LC",0.188683467,3.408354507,"tree",379820,"Gymnosperms"
"750","262921-1","Pinaceae","Pinus","elliottii","Pinus elliottii","Engelm.","LC",0.159927011,2.658803007,"tree",379943,"Gymnosperms"
"751","1190231-2","Pinaceae","Pinus","engelmannii","Pinus engelmannii","Carrière","LC",0.084624737,1.387771174,"tree",379946,"Gymnosperms"
"752","677033-1","Pinaceae","Pinus","fenzeliana","Pinus fenzeliana","Hand.-Mazz.","NT",0.134096616,1.099876133,"tree",379932,"Gymnosperms"
"753","262945-1","Pinaceae","Pinus","flexilis","Pinus flexilis","E.James","LC",0.109271589,2.099874618,"tree",379971,"Gymnosperms"
"754","77101164-1","Pinaceae","Pinus","georginae","Pinus georginae","Pérez de la Rosa",NA,0.207820385,0.482129909,"tree",459126,"Gymnosperms"
"755","262962-1","Pinaceae","Pinus","gerardiana","Pinus gerardiana","Wall. ex D.Don","NT",0.71876993,5.562081229,"tree",379964,"Gymnosperms"
"756","262965-1","Pinaceae","Pinus","glabra","Pinus glabra","Walter","LC",0.14005184,2.483890266,"tree",379966,"Gymnosperms"
"757","314972-2","Pinaceae","Pinus","greggii","Pinus greggii","Engelm. ex Parl.","VU",0.56715436,2.305876619,"tree",379889,"Gymnosperms"
"758","262982-1","Pinaceae","Pinus","halepensis","Pinus halepensis","Mill.","LC",0.111340582,1.808898115,"tree",379872,"Gymnosperms"
"759","314865-2","Pinaceae","Pinus","hartwegii","Pinus hartwegii","Lindl.","LC",0.021296406,0.334660976,"tree",379881,"Gymnosperms"
"760","262987-1","Pinaceae","Pinus","heldreichii","Pinus heldreichii","Christ","LC",0.740476868,12.314465,"tree",379897,"Gymnosperms"
"761","262990-1","Pinaceae","Pinus","henryi","Pinus henryi","Mast.","NT",0.041534658,0.350951706,"tree",379919,"Gymnosperms"
"762","196991-2","Pinaceae","Pinus","herrerae","Pinus herrerae","Martínez","LC",0.228990502,3.576748072,"tree",379920,"Gymnosperms"
"763","677052-1","Pinaceae","Pinus","hwangshanensis","Pinus hwangshanensis","W.Y.Hsia","LC",0.47178868,7.529612001,"tree",379911,"Gymnosperms"
"764","282879-2","Pinaceae","Pinus","jaliscana","Pinus jaliscana","Pérez de la Rosa","NT",0.314332749,2.647306907,"tree",379722,"Gymnosperms"
"765","1215899-2","Pinaceae","Pinus","jeffreyi","Pinus jeffreyi","Balf.","LC",0.024636684,0.390246639,"tree",379708,"Gymnosperms"
"766","677057-1","Pinaceae","Pinus","kesiya","Pinus kesiya","Royle ex Gordon","LC",0.221552808,3.381207,"tree",379672,"Gymnosperms"
"767","263037-1","Pinaceae","Pinus","koraiensis","Pinus koraiensis","Siebold & Zucc.","LC",0.056014801,0.922236676,"tree",379695,"Gymnosperms"
"768","677058-1","Pinaceae","Pinus","krempfii","Pinus krempfii","Lecomte","VU",1.633265205,7.032497098,"tree",379697,"Gymnosperms"
"769","197001-2","Pinaceae","Pinus","lambertiana","Pinus lambertiana","Douglas","LC",0.168824695,2.901266,"tree",379703,"Gymnosperms"
"770","263053-1","Pinaceae","Pinus","latteri","Pinus latteri","Mason","NT",0.236414796,1.861097918,"tree",379690,"Gymnosperms"
"771","314963-2","Pinaceae","Pinus","lawsonii","Pinus lawsonii","Roezl ex Gordon","LC",0.043367126,0.699593053,"tree",379726,"Gymnosperms"
"772","30112234-2","Pinaceae","Pinus","leiophylla","Pinus leiophylla","Schiede ex Schltdl. & Cham.","LC",0.102153378,1.893819036,"tree",379770,"Gymnosperms"
"773","197012-2","Pinaceae","Pinus","longaeva","Pinus longaeva","D.K.Bailey","LC",0.266909358,4.414894993,"tree",379762,"Gymnosperms"
"774","677067-1","Pinaceae","Pinus","luchuensis","Pinus luchuensis","Mayr","LC",0.15155367,2.655721118,"tree",379727,"Gymnosperms"
"775","197014-2","Pinaceae","Pinus","lumholtzii","Pinus lumholtzii","B.L.Rob. & Fernald","NT",0.112877074,0.951762002,"tree",379749,"Gymnosperms"
"776","315777-2","Pinaceae","Pinus","luzmariae","Pinus luzmariae","Pérez de la Rosa","LC",0.046826322,0.756762875,"tree",379754,"Gymnosperms"
"777","60437819-2","Pinaceae","Pinus","massoniana","Pinus massoniana","Lamb.","LC",0.364673406,5.665221652,"tree",386113,"Gymnosperms"
"778","197021-2","Pinaceae","Pinus","maximartinezii","Pinus maximartinezii","Rzed.","EN",0.569716823,1.208321766,"tree",380229,"Gymnosperms"
"779","299079-2","Pinaceae","Pinus","maximinoi","Pinus maximinoi","H.E.Moore","LC",0.316560124,4.69144,"tree",380237,"Gymnosperms"
"780","263108-1","Pinaceae","Pinus","merkusii","Pinus merkusii","Jungh. & de Vriese","VU",0.304231099,1.245910167,"tree",380400,"Gymnosperms"
"781","197026-2","Pinaceae","Pinus","monophylla","Pinus monophylla","Torr. & Frém.","LC",0.040866645,0.696439731,"tree",380231,"Gymnosperms"
"782","263125-1","Pinaceae","Pinus","montezumae","Pinus montezumae","Lamb.","LC",0.08814476,1.759512234,"tree",380220,"Gymnosperms"
"783","197032-2","Pinaceae","Pinus","monticola","Pinus monticola","Douglas ex D.Don","NT",0.653561879,5.379753,"tree",380255,"Gymnosperms"
"784","677081-1","Pinaceae","Pinus","morrisonicola","Pinus morrisonicola","Hayata","NT",0.100402977,0.828375517,"tree",380257,"Gymnosperms"
"785","677083-1","Pinaceae","Pinus","mugo","Pinus mugo","Turra","LC",0.100899588,1.692396927,"shrub or tree",380254,"Gymnosperms"
"786","314970-2","Pinaceae","Pinus","muricata","Pinus muricata","D.Don","VU",0.646138489,2.628200689,"tree",380239,"Gymnosperms"
"787","197040-2","Pinaceae","Pinus","nelsonii","Pinus nelsonii","Shaw","EN",5.447826865,10.95817121,"tree",380250,"Gymnosperms"
"788","677088-1","Pinaceae","Pinus","nigra","Pinus nigra","J.F.Arnold","LC",0.18995561,3.121172826,"tree",380171,"Gymnosperms"
"789","314862-2","Pinaceae","Pinus","occidentalis","Pinus occidentalis","Sw.","EN",0.170769012,0.345334578,"tree",380198,"Gymnosperms"
"790","314959-2","Pinaceae","Pinus","oocarpa","Pinus oocarpa","Schiede ex Schltdl.","LC",0.145395411,2.539774872,"tree",380206,"Gymnosperms"
"791","263186-1","Pinaceae","Pinus","palustris","Pinus palustris","Mill.","EN",0.982493921,1.98488182,"tree",380268,"Gymnosperms"
"792","263192-1","Pinaceae","Pinus","parviflora","Pinus parviflora","Siebold & Zucc.","LC",0.215796439,3.426022,"tree",380339,"Gymnosperms"
"793","314961-2","Pinaceae","Pinus","patula","Pinus patula","Schiede ex Schltdl. & Cham.","LC",0.1035611,1.893508576,"tree",380338,"Gymnosperms"
"794","263209-1","Pinaceae","Pinus","peuce","Pinus peuce","Griseb.","NT",0.905533485,7.525815173,"tree",380345,"Gymnosperms"
"795","263216-1","Pinaceae","Pinus","pinaster","Pinus pinaster","Aiton","LC",0.315616308,5.306999497,"tree",380364,"Gymnosperms"
"796","263218-1","Pinaceae","Pinus","pinceana","Pinus pinceana","Gordon & Glend.","LC",0.225267774,3.355022969,"tree",380368,"Gymnosperms"
"797","263221-1","Pinaceae","Pinus","pinea","Pinus pinea","L.","LC",0.388117658,5.701546017,"tree",380351,"Gymnosperms"
"798","307165-2","Pinaceae","Pinus","ponderosa","Pinus ponderosa","Douglas ex C.Lawson","LC",0.218904156,3.342994,"tree",380358,"Gymnosperms"
"799","282904-2","Pinaceae","Pinus","praetermissa","Pinus praetermissa","Styles & McVaugh","NT",0.067829605,0.528508137,"tree",380278,"Gymnosperms"
"800","197068-2","Pinaceae","Pinus","pringlei","Pinus pringlei","Shaw","LC",0.036378446,0.614093072,"tree",380280,"Gymnosperms"
"801","314879-2","Pinaceae","Pinus","pseudostrobus","Pinus pseudostrobus","Lindl.","LC",0.020536434,0.335706975,"tree",380287,"Gymnosperms"
"802","263243-1","Pinaceae","Pinus","pumila","Pinus pumila","(Pall.) Regel","LC",0.101711095,1.573321581,"shrub",380284,"Gymnosperms"
"803","927546-1","Pinaceae","Pinus","pungens","Pinus pungens","Lamb.","LC",0.032156068,0.593778492,"tree",380272,"Gymnosperms"
"804","282906-2","Pinaceae","Pinus","quadrifolia","Pinus quadrifolia","Parl. ex Sudw.","LC",0.043674223,0.694659439,"tree",380276,"Gymnosperms"
"805","30020085-2","Pinaceae","Pinus","radiata","Pinus radiata","D.Don","EN",0.333924647,0.731106896,"tree",380297,"Gymnosperms"
"806","77126399-1","Pinaceae","Pinus","ravii","Pinus ravii","R.C.Srivast.",NA,0.911768434,3.560041136,"tree",492110,"Gymnosperms"
"807","677096-1","Pinaceae","Pinus","remota","Pinus remota","(Little) D.K.Bailey & Hawksw.","LC",0.123666309,2.149306732,"tree",380317,"Gymnosperms"
"808","263261-1","Pinaceae","Pinus","resinosa","Pinus resinosa","Aiton","LC",0.192465203,3.119257056,"tree",380302,"Gymnosperms"
"809","263270-1","Pinaceae","Pinus","rigida","Pinus rigida","Mill.","LC",0.217804577,3.409056,"tree",380293,"Gymnosperms"
"810","677098-1","Pinaceae","Pinus","roxburghii","Pinus roxburghii","Sarg.","LC",0.352657009,6.037608572,"tree",380045,"Gymnosperms"
"811","197094-2","Pinaceae","Pinus","rzedowskii","Pinus rzedowskii","Madrigal & M.Caball.","VU",1.71153216,6.931062,"tree",380002,"Gymnosperms"
"812","325668-2","Pinaceae","Pinus","sabiniana","Pinus sabiniana","Douglas","LC",0.094290116,1.711599102,"tree",380011,"Gymnosperms"
"813","263315-1","Pinaceae","Pinus","serotina","Pinus serotina","Michx.","LC",0.03107461,0.596449042,"tree",379991,"Gymnosperms"
"814","77095028-1","Pinaceae","Pinus","sibirica","Pinus sibirica","Du Tour","LC",0.092179662,1.370079068,"tree",380017,"Gymnosperms"
"815","961408-1","Pinaceae","Pinus","squamata","Pinus squamata","X.W.Li","CR",4.153895875,4.227663992,"tree",380013,"Gymnosperms"
"816","197099-2","Pinaceae","Pinus","strobiformis","Pinus strobiformis","Engelm.","LC",0.129817853,2.097550508,"tree",380012,"Gymnosperms"
"817","197100-2","Pinaceae","Pinus","strobus","Pinus strobus","L.","LC",0.39224203,6.32903903,"tree",380022,"Gymnosperms"
"818","263353-1","Pinaceae","Pinus","sylvestris","Pinus sylvestris","L.","LC",0.444937716,7.176592482,"tree",380126,"Gymnosperms"
"819","263356-1","Pinaceae","Pinus","tabuliformis","Pinus tabuliformis","Carrière","LC",0.145506639,2.65642889,"tree",380115,"Gymnosperms"
"820","263357-1","Pinaceae","Pinus","taeda","Pinus taeda","L.","LC",0.147006884,2.46050505,"tree",380129,"Gymnosperms"
"821","677109-1","Pinaceae","Pinus","taiwanensis","Pinus taiwanensis","Hayata","LC",0.375298047,6.134574,"tree",380147,"Gymnosperms"
"822","315581-2","Pinaceae","Pinus","tecunumanii","Pinus tecunumanii","F.Schwerdtf. ex Eguiluz & J.P.Perry","VU",1.461432041,5.923752737,"tree",380137,"Gymnosperms"
"823","263372-1","Pinaceae","Pinus","teocote","Pinus teocote","Schiede ex Schltdl. & Cham.","LC",0.038743021,0.702811921,"tree",380132,"Gymnosperms"
"824","263377-1","Pinaceae","Pinus","thunbergii","Pinus thunbergii","Parl.","LC",0.030514065,0.492830834,"tree",380139,"Gymnosperms"
"825","282913-2","Pinaceae","Pinus","torreyana","Pinus torreyana","Parry ex Carrière","CR",0.720457617,0.775150488,"tree",380059,"Gymnosperms"
"826","314858-2","Pinaceae","Pinus","tropicalis","Pinus tropicalis","Morelet","VU",1.608071852,6.674518954,"tree",380062,"Gymnosperms"
"827","263396-1","Pinaceae","Pinus","uncinata","Pinus uncinata","Ramond ex DC.","LC",0.090293881,1.724699989,"shrub or tree",380047,"Gymnosperms"
"828","263413-1","Pinaceae","Pinus","virginiana","Pinus virginiana","Mill.","LC",0.078758441,1.388217141,"tree",380091,"Gymnosperms"
"829","677118-1","Pinaceae","Pinus","wallichiana","Pinus wallichiana","A.B.Jacks.","LC",0.051261783,0.92948837,"tree",380092,"Gymnosperms"
"830","677119-1","Pinaceae","Pinus","wangii","Pinus wangii","Hu & W.C.Cheng","EN",0.817535382,1.599181786,"tree",380097,"Gymnosperms"
"831","263419-1","Pinaceae","Pinus","yunnanensis","Pinus yunnanensis","Franch.","LC",0.143849726,2.379407166,"tree",380073,"Gymnosperms"
"832","677124-1","Cupressaceae","Platycladus","orientalis","Platycladus orientalis","(L.) Franco","NT",2.445144191,19.468054,"tree",378336,"Gymnosperms"
"833","301482-2","Podocarpaceae","Podocarpus","acuminatus","Podocarpus acuminatus","de Laub.","NT",0.454814424,3.784539631,"tree",380813,"Gymnosperms"
"834","263427-1","Podocarpaceae","Podocarpus","acutifolius","Podocarpus acutifolius","Kirk","LC",0.412160056,9.775304,"shrub",380814,"Gymnosperms"
"835","263428-1","Podocarpaceae","Podocarpus","affinis","Podocarpus affinis","Seem.","NT",0.060624889,0.533769964,"tree",380815,"Gymnosperms"
"836","263435-1","Podocarpaceae","Podocarpus","angustifolius","Podocarpus angustifolius","Griseb.","VU",0.154368366,0.665405422,"shrub or tree",380954,"Gymnosperms"
"837","687983-1","Podocarpaceae","Podocarpus","annamiensis","Podocarpus annamiensis","N.E.Gray",NA,1.117251187,3.27426686,"tree",380957,"Gymnosperms"
"838","283434-2","Podocarpaceae","Podocarpus","aracensis","Podocarpus aracensis","de Laub. & Silba","LC",0.215987002,3.863664959,"tree",380961,"Gymnosperms"
"839","687984-1","Podocarpaceae","Podocarpus","archboldii","Podocarpus archboldii","N.E.Gray","VU",1.173106291,4.700384952,"tree",380956,"Gymnosperms"
"840","263442-1","Podocarpaceae","Podocarpus","aristulatus","Podocarpus aristulatus","Parl.",NA,0.291725819,0.890248741,"tree",380979,"Gymnosperms"
"841","1013641-1","Podocarpaceae","Podocarpus","atjehensis","Podocarpus atjehensis","(Wasscher) de Laub.","NT",0.407130754,3.490393016,"tree",380982,"Gymnosperms"
"842","906887-1","Podocarpaceae","Podocarpus","borneensis","Podocarpus borneensis","de Laub.","LC",0.164581453,3.581751504,"tree",380988,"Gymnosperms"
"843","263448-1","Podocarpaceae","Podocarpus","bracteatus","Podocarpus bracteatus","Blume","LC",0.2356847,4.142909835,"tree",380950,"Gymnosperms"
"844","928613-1","Podocarpaceae","Podocarpus","brasiliensis","Podocarpus brasiliensis","de Laub.","LC",0.098962628,1.666981607,"tree",380797,"Gymnosperms"
"845","828285-1","Podocarpaceae","Podocarpus","brassii","Podocarpus brassii","Pilg.","LC",0.349645838,6.487918,"tree",379576,"Gymnosperms"
"846","828286-1","Podocarpaceae","Podocarpus","brevifolius","Podocarpus brevifolius","(Stapf) Foxw.","NT",0.622154588,5.398669,"shrub",379565,"Gymnosperms"
"847","204574-2","Podocarpaceae","Podocarpus","buchii","Podocarpus buchii","Urb.","EN",2.061404012,4.270055043,"tree",379566,"Gymnosperms"
"848","687985-1","Podocarpaceae","Podocarpus","capuronii","Podocarpus capuronii","de Laub.","EN",3.41174815,6.619002958,"tree",380804,"Gymnosperms"
"849","301686-2","Podocarpaceae","Podocarpus","celatus","Podocarpus celatus","de Laub.","LC",0.050248371,0.838351162,"tree",380806,"Gymnosperms"
"850","687986-1","Podocarpaceae","Podocarpus","chingianus","Podocarpus chingianus","S.Y.Hu","DD",0.533571536,2.030497483,"tree",380834,"Gymnosperms"
"851","906888-1","Podocarpaceae","Podocarpus","confertus","Podocarpus confertus","de Laub.","EN",1.707084083,3.829361061,"tree",380836,"Gymnosperms"
"852","263460-1","Podocarpaceae","Podocarpus","coriaceus","Podocarpus coriaceus","Rich.","LC",0.116185092,1.795478584,"tree",380838,"Gymnosperms"
"853","263463-1","Podocarpaceae","Podocarpus","costalis","Podocarpus costalis","C.Presl","EN",0.343043554,0.71527201,"shrub",380840,"Gymnosperms"
"854","283437-2","Podocarpaceae","Podocarpus","costaricensis","Podocarpus costaricensis","de Laub.","CR",4.090267004,4.716410154,"tree",380843,"Gymnosperms"
"855","828295-1","Podocarpaceae","Podocarpus","decipiens","Podocarpus decipiens","N.E.Gray",NA,0.14226471,0.39513554,"tree",379570,"Gymnosperms"
"856","828296-1","Podocarpaceae","Podocarpus","decumbens","Podocarpus decumbens","N.E.Gray","EN",3.624645918,8.816176,"subshrub or shrub",379571,"Gymnosperms"
"857","828297-1","Podocarpaceae","Podocarpus","deflexus","Podocarpus deflexus","Ridl.","NT",0.194262423,1.589104962,"tree",379572,"Gymnosperms"
"858","1013642-1","Podocarpaceae","Podocarpus","degeneri","Podocarpus degeneri","(N.E.Gray) de Laub.",NA,0.099597962,0.297516547,"tree",380823,"Gymnosperms"
"859","828298-1","Podocarpaceae","Podocarpus","dispermus","Podocarpus dispermus","C.T.White","LC",0.435963034,7.822066,"tree",379573,"Gymnosperms"
"860","263472-1","Podocarpaceae","Podocarpus","drouynianus","Podocarpus drouynianus","F.Muell.","LC",0.410303715,7.868619074,"shrub",380828,"Gymnosperms"
"861","204580-2","Podocarpaceae","Podocarpus","ekmanii","Podocarpus ekmanii","Urb.","LC",0.042459273,0.707498795,"shrub or tree",379574,"Gymnosperms"
"862","120790-3","Podocarpaceae","Podocarpus","elatus","Podocarpus elatus","R.Br. ex Endl.","LC",0.301133674,4.964858363,"tree",380830,"Gymnosperms"
"863","263477-1","Podocarpaceae","Podocarpus","elongatus","Podocarpus elongatus","(Aiton) L'Hér. ex Pers.","LC",0.283956115,5.088473518,"tree",380858,"Gymnosperms"
"864","906889-1","Podocarpaceae","Podocarpus","fasciculus","Podocarpus fasciculus","de Laub.","VU",0.772839726,3.307394262,"tree",380921,"Gymnosperms"
"865","828306-1","Podocarpaceae","Podocarpus","forrestii","Podocarpus forrestii","Craib & W.W.Sm.",NA,0.729518728,1.811552664,"tree",379534,"Gymnosperms"
"866","687991-1","Podocarpaceae","Podocarpus","gibbsiae","Podocarpus gibbsiae","N.E.Gray","VU",0.536301283,2.379056645,"tree",380920,"Gymnosperms"
"867","828307-1","Podocarpaceae","Podocarpus","glaucus","Podocarpus glaucus","Foxw.","LC",0.103069475,2.333603354,"tree",379535,"Gymnosperms"
"868","906890-1","Podocarpaceae","Podocarpus","globulus","Podocarpus globulus","de Laub.","EN",2.115000373,3.996253706,"tree",380918,"Gymnosperms"
"869","263488-1","Podocarpaceae","Podocarpus","glomeratus","Podocarpus glomeratus","D.Don","NT",0.305466907,2.52762039,"tree",380899,"Gymnosperms"
"870","263489-1","Podocarpaceae","Podocarpus","gnidioides","Podocarpus gnidioides","Carrière","LC",0.32934673,6.455196964,"shrub",380900,"Gymnosperms"
"871","906891-1","Podocarpaceae","Podocarpus","grayae","Podocarpus grayae","de Laub.","LC",0.382911475,6.112233019,"tree",380903,"Gymnosperms"
"872","204582-2","Podocarpaceae","Podocarpus","guatemalensis","Podocarpus guatemalensis","Standl.","LC",0.096295109,1.668054017,"tree",381228,"Gymnosperms"
"873","828310-1","Podocarpaceae","Podocarpus","henkelii","Podocarpus henkelii","Stapf ex Dallim. & A.B.Jacks","EN",6.277113568,14.446517,"tree",379538,"Gymnosperms"
"874","928803-1","Podocarpaceae","Podocarpus","hispaniolensis","Podocarpus hispaniolensis","de Laub.","EN",3.822990064,9.085996,"tree",380898,"Gymnosperms"
"875","687992-1","Podocarpaceae","Podocarpus","humbertii","Podocarpus humbertii","de Laub.","EN",1.999493905,4.488277445,"tree",380908,"Gymnosperms"
"876","687993-1","Podocarpaceae","Podocarpus","idenburgensis","Podocarpus idenburgensis","N.E.Gray",NA,1.158929668,4.382068714,"tree",380911,"Gymnosperms"
"877","906892-1","Podocarpaceae","Podocarpus","insularis","Podocarpus insularis","de Laub.","LC",0.032106966,0.513797507,"tree",380941,"Gymnosperms"
"878","263509-1","Podocarpaceae","Podocarpus","laetus","Podocarpus laetus","Hooibr. ex Endl.","LC",0.394594134,8.203926776,"tree",380989,"Gymnosperms"
"879","204586-2","Podocarpaceae","Podocarpus","lambertii","Podocarpus lambertii","Klotzsch ex Endl.","NT",0.234514195,1.964271747,"tree",380990,"Gymnosperms"
"880","828314-1","Podocarpaceae","Podocarpus","latifolius","Podocarpus latifolius","(Thunb.) R.Br. ex Mirb.","LC",0.204446708,4.169270084,"tree",380968,"Gymnosperms"
"881","904993-1","Podocarpaceae","Podocarpus","laubenfelsii","Podocarpus laubenfelsii","Tiong","EN",0.799982051,1.480053171,"tree",380977,"Gymnosperms"
"882","263516-1","Podocarpaceae","Podocarpus","lawrencii","Podocarpus lawrencii","Hook.f.","LC",0.385733228,5.980122438,"subshrub or shrub",381234,"Gymnosperms"
"883","828315-1","Podocarpaceae","Podocarpus","ledermannii","Podocarpus ledermannii","Pilg.","LC",0.176410121,3.028149017,"tree",379541,"Gymnosperms"
"884","687995-1","Podocarpaceae","Podocarpus","levis","Podocarpus levis","de Laub.","LC",0.220124502,4.576117165,"tree",380972,"Gymnosperms"
"885","263519-1","Podocarpaceae","Podocarpus","longifoliolatus","Podocarpus longifoliolatus","Pilg.","NT",0.689957047,6.14776,"tree",380974,"Gymnosperms"
"886","687996-1","Podocarpaceae","Podocarpus","lophatus","Podocarpus lophatus","de Laub.","VU",0.046072355,0.19789061,"tree",380976,"Gymnosperms"
"887","687997-1","Podocarpaceae","Podocarpus","lucienii","Podocarpus lucienii","de Laub.","LC",0.214135089,3.467268046,"tree",380951,"Gymnosperms"
"888","687998-1","Podocarpaceae","Podocarpus","macrocarpus","Podocarpus macrocarpus","de Laub.","EN",2.095038196,4.646583962,"tree",380948,"Gymnosperms"
"889","263522-1","Podocarpaceae","Podocarpus","macrophyllus","Podocarpus macrophyllus","(Thunb.) Sweet","LC",0.223594112,3.546842003,"tree",380932,"Gymnosperms"
"890","263526-1","Podocarpaceae","Podocarpus","madagascariensis","Podocarpus madagascariensis","Baker","NT",0.997636111,8.755386015,"tree",380929,"Gymnosperms"
"891","204589-2","Podocarpaceae","Podocarpus","magnifolius","Podocarpus magnifolius","J.Buchholz & N.E.Gray","LC",0.135927458,2.362742186,"tree",381216,"Gymnosperms"
"892","204590-2","Podocarpaceae","Podocarpus","matudae","Podocarpus matudae","Lundell","VU",2.113065864,9.828193,"tree",381223,"Gymnosperms"
"893","906893-1","Podocarpaceae","Podocarpus","micropedunculatus","Podocarpus micropedunculatus","de Laub.","NT",0.437130218,3.723914984,"tree",380904,"Gymnosperms"
"894","263535-1","Podocarpaceae","Podocarpus","milanjianus","Podocarpus milanjianus","Rendle","LC",0.240293457,4.158851983,"tree",380861,"Gymnosperms"
"895","828324-1","Podocarpaceae","Podocarpus","nakaii","Podocarpus nakaii","Hayata","EN",1.546082746,3.15267789,"tree",379522,"Gymnosperms"
"896","263544-1","Podocarpaceae","Podocarpus","neglectus","Podocarpus neglectus","Blume",NA,1.536306585,4.77016518,"tree",380871,"Gymnosperms"
"897","263545-1","Podocarpaceae","Podocarpus","neriifolius","Podocarpus neriifolius","D.Don","LC",0.353174991,6.439052629,"tree",380872,"Gymnosperms"
"898","263546-1","Podocarpaceae","Podocarpus","nivalis","Podocarpus nivalis","Hook.","LC",0.28454672,5.98666884,"subshrub or shrub",380867,"Gymnosperms"
"899","263549-1","Podocarpaceae","Podocarpus","novae-caledoniae","Podocarpus novae-caledoniae","Vieill. ex Brongn. & Gris","LC",0.282986286,5.825092001,"shrub",380848,"Gymnosperms"
"900","263551-1","Podocarpaceae","Podocarpus","nubigenus","Podocarpus nubigenus","Lindl.","NT",0.397461917,3.500992191,"tree",380859,"Gymnosperms"
"901","263553-1","Podocarpaceae","Podocarpus","oleifolius","Podocarpus oleifolius","D.Don","LC",0.050396805,1.069257981,"tree",380846,"Gymnosperms"
"902","77122779-1","Podocarpaceae","Podocarpus","orarius","Podocarpus orarius","R.R.Mill & M.Whiting","NT",0.426844257,3.479719823,"tree",474275,"Gymnosperms"
"903","934563-1","Podocarpaceae","Podocarpus","palawanensis","Podocarpus palawanensis","de Laub. & Silba","CR",3.573122219,3.899648867,"tree",380855,"Gymnosperms"
"904","688000-1","Podocarpaceae","Podocarpus","pallidus","Podocarpus pallidus","N.E.Gray","VU",0.183117227,0.771405577,"shrub or tree",380857,"Gymnosperms"
"905","204598-2","Podocarpaceae","Podocarpus","parlatorei","Podocarpus parlatorei","Pilg.","NT",0.928343441,7.940643516,"tree",380850,"Gymnosperms"
"906","204600-2","Podocarpaceae","Podocarpus","pendulifolius","Podocarpus pendulifolius","J.Buchholz & N.E.Gray","EN",2.122066638,4.034722468,"tree",379527,"Gymnosperms"
"907","51025759-1","Podocarpaceae","Podocarpus","perrieri","Podocarpus perrieri","Gaussen & Woltz","CR",4.287306891,4.380888181,"tree",386686,"Gymnosperms"
"908","828332-1","Podocarpaceae","Podocarpus","pilgeri","Podocarpus pilgeri","Foxw.","LC",0.204487106,3.398975482,"tree",379529,"Gymnosperms"
"909","688002-1","Podocarpaceae","Podocarpus","polyspermus","Podocarpus polyspermus","de Laub.","VU",0.792000687,3.341045599,"tree",380897,"Gymnosperms"
"910","688003-1","Podocarpaceae","Podocarpus","polystachyus","Podocarpus polystachyus","R.Br. ex Endl.","VU",1.143750277,4.691678733,"tree",380888,"Gymnosperms"
"911","688004-1","Podocarpaceae","Podocarpus","pseudobracteatus","Podocarpus pseudobracteatus","de Laub.","LC",0.227847769,4.137638205,"tree",380896,"Gymnosperms"
"912","263568-1","Podocarpaceae","Podocarpus","purdieanus","Podocarpus purdieanus","Hook.","EN",2.089034371,4.505763039,"tree",380893,"Gymnosperms"
"913","77077860-1","Podocarpaceae","Podocarpus","ramosii","Podocarpus ramosii","R.R.Mill","DD",0.878563217,2.816147604,"tree",381421,"Gymnosperms"
"914","688005-1","Podocarpaceae","Podocarpus","ridleyi","Podocarpus ridleyi","(Wasscher) N.E.Gray","VU",1.05734161,4.127711585,"tree",380877,"Gymnosperms"
"915","204605-2","Podocarpaceae","Podocarpus","roraimae","Podocarpus roraimae","Pilg.","LC",0.276443708,5.32104267,"tree",379549,"Gymnosperms"
"916","828338-1","Podocarpaceae","Podocarpus","rostratus","Podocarpus rostratus","J.Laurent","EN",0.192854566,0.378995957,"tree",379550,"Gymnosperms"
"917","906894-1","Podocarpaceae","Podocarpus","rubens","Podocarpus rubens","de Laub.","LC",0.206978322,3.257204331,"tree",380876,"Gymnosperms"
"918","263574-1","Podocarpaceae","Podocarpus","rumphii","Podocarpus rumphii","Blume","NT",0.708842619,6.403285934,"tree",380884,"Gymnosperms"
"919","204607-2","Podocarpaceae","Podocarpus","rusbyi","Podocarpus rusbyi","J.Buchholz & N.E.Gray","VU",0.431396951,1.879066347,"tree",381210,"Gymnosperms"
"920","263575-1","Podocarpaceae","Podocarpus","salicifolius","Podocarpus salicifolius","Klotzsch & H.Karst. ex Endl.","LC",0.03087898,0.557970517,"tree",380794,"Gymnosperms"
"921","263576-1","Podocarpaceae","Podocarpus","salignus","Podocarpus salignus","D.Don","VU",2.914202552,14.00535054,"tree",380914,"Gymnosperms"
"922","828340-1","Podocarpaceae","Podocarpus","salomoniensis","Podocarpus salomoniensis","Wasscher","NT",0.504925684,4.132382606,"tree",379551,"Gymnosperms"
"923","263578-1","Podocarpaceae","Podocarpus","sellowii","Podocarpus sellowii","Klotzsch ex Endl.","EN",2.113731928,4.858341322,"tree",380782,"Gymnosperms"
